4;0.4299624034
4;0.4333308044
4;0.4367066793
4;0.4400897794
4;0.4434798545
4;0.4468766525
4;0.4502799197
4;0.4536894009
4;0.4571048395
4;0.4605259773
4;0.4639525547
4;0.4673843109
4;0.4708209837
4;0.47426231
4;0.4777080251
4;0.4811578638
4;0.4846115593
5;0.3976774201
5;0.4047791098
5;0.411920143
5;0.4191011589
5;0.426322764
5;0.4335854972
5;0.4408897968
5;0.4482359678
5;0.4556241507
5;0.463054292
5;0.4705261176
5;0.4780391085
5;0.4855924794
5;0.4931851615
5;0.5008157877
5;0.5084826826
5;0.5161838561
6;0.306972508
6;0.3201480047
6;0.3335849545
6;0.3472794664
6;0.361240403
6;0.375488273
6;0.3900521375
6;0.4049647687
6;0.4202566124
6;0.4359493723
6;0.4520501976
6;0.4685474448
6;0.4854087913
6;0.5025821016
6;0.5199989649
6;0.5375803248
6;0.5552432242
7;0.1823817399
7;0.2063781188
7;0.2320223171
7;0.258738174
7;0.2863346116
7;0.3149818345
7;0.3451214886
7;0.3773550629
7;0.4122182156
7;0.4498805733
7;0.489976479
7;0.5316889216
7;0.5739751981
7;0.6157279205
7;0.655850946
7;0.6934496233
7;0.7281829209
8;0.0718791159
8;0.0915386689
8;0.1181344965
8;0.1510120371
8;0.1961705706
8;0.2522568908
8;0.3114672923
8;0.3749646288
8;0.4419437163
8;0.5125568628
8;0.5898481592
8;0.6726778011
8;0.7544763643
8;0.8250858506
8;0.8817195792
8;0.9231540362
8;0.9500231495
